,index,movieId,title,genres,databaseId,nbMentions
2455,2517,40962,"Yours, Mine and Ours (2005)",Comedy|Romance,116903,2
2456,2518,40973,"Wild Geese, The (1978)",Action|Adventure|Drama|War,79205,2
2457,2519,41136,"Driver, The (1978)",Action|Crime|Film-Noir,122958,2
2458,2520,41226,Sounder (1972),Drama,151828,1
2459,2521,41285,Match Point (2005),Crime|Drama|Romance,127206,4
2460,2522,41411,"Deep, The (1977)",Adventure|Horror|Mystery|Thriller,157239,1
2461,2523,41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Adventure|Children|Fantasy,196478,15
2462,2524,41569,King Kong (2005),Action|Adventure|Drama|Fantasy|Thriller,155572,16
2463,2525,41571,Memoirs of a Geisha (2005),Drama|Romance,121410,4
2464,2526,41573,The Family Stone (2005),Comedy|Drama|Romance,109788,15
2465,2527,41769,Mozart and the Whale (2005),Comedy|Drama|Romance,92704,2
2466,2528,41889,Lili (1953),Drama|Musical|Romance,101745,1
2467,2529,41997,Munich (2005),Action|Crime|Drama|Thriller,99691,5
2468,2530,42002,"Producers, The (2005)",Comedy|Musical,78233,3
2469,2531,42009,Cheaper by the Dozen 2 (2005),Adventure|Comedy,160858,4
2470,2532,42011,Fun with Dick and Jane (2005),Comedy|Crime,113701,29
2471,2533,42013,"Ringer, The (2005)",Comedy,149938,7
2472,2534,42015,Casanova (2005),Action|Adventure|Comedy|Drama|Romance,178509,1
2473,2535,42053,Dirty Love (2005),Comedy|Romance,124895,1
2474,2536,42163,Richard Pryor: Live in Concert (1979),Comedy|Documentary,159873,1
2475,2537,42285,"Dentist, The (1996)",Horror|Thriller,145954,1
2476,2538,42518,Christmas in Connecticut (1945),Comedy|Romance,105900,1
2477,2539,42723,Hostel (2005),Horror,130234,21
2478,2540,42725,Grandma's Boy (2006),Comedy,154069,7
2479,2541,42732,Last Holiday (2006),Comedy,175756,2
2480,2542,42734,Hoodwinked! (2005),Animation|Children|Comedy,101212,3
2481,2543,42738,Underworld: Evolution (2006),Action|Fantasy|Horror,89659,3
2482,2544,43177,Over the Edge (1979),Crime|Drama,83489,1
2483,2545,43383,"Big House, The (1930)",Drama|Thriller,142860,1
2484,2546,43558,Big Momma's House 2 (2006),Action|Comedy|Crime,122946,5
2485,2547,43560,Nanny McPhee (2005),Children|Comedy|Fantasy,86573,4
2486,2548,43589,"Dark, The (2005)",Horror|Mystery|Thriller,99496,1
2487,2549,43684,Something New (2006),Comedy|Drama|Romance,105302,1
2488,2550,43744,Imagine Me & You (2005),Comedy|Drama|Romance,128113,2
2489,2551,43836,"Pink Panther, The (2006)",Adventure|Comedy|Crime,184446,9
2490,2552,43838,Troll (1986),Comedy|Fantasy|Horror,124116,5
2491,2553,43904,When a Stranger Calls (2006),Horror|Thriller,134239,3
2492,2554,43914,Winter Passing (2005),Drama,103406,1
2493,2555,43917,Eight Below (2006),Action|Adventure|Drama|Romance,143308,6
2494,2556,43919,Date Movie (2006),Comedy|Romance,110944,3
2495,2557,43921,Running Scared (2006),Action|Crime|Thriller,137293,11
2496,2558,43930,Just My Luck (2006),Comedy|Romance,88006,1
2497,2559,44004,Failure to Launch (2006),Comedy|Romance,140998,26
2498,2560,44155,Five Children and It (2004),Adventure|Children|Fantasy,86772,1
2499,2561,44189,Ask the Dust (2006),Drama|Romance,131811,1
2500,2562,44193,She's the Man (2006),Comedy|Romance,191798,9
2501,2563,44199,Inside Man (2006),Crime|Drama|Thriller,186741,12
2502,2564,44238,Leprechaun 2 (1994),Comedy|Fantasy|Horror,183086,1
2503,2565,44241,Leprechaun 3 (1995),Comedy|Fantasy|Horror,98939,1
2504,2566,44397,"Hills Have Eyes, The (2006)",Drama|Horror|Thriller,76187,10
2505,2567,44399,"Shaggy Dog, The (2006)",Adventure|Children|Comedy|Fantasy,78804,4
2506,2568,44587,Nanook of the North (1922),Documentary|Drama,118970,1
2507,2569,44665,Lucky Number Slevin (2006),Crime|Drama|Mystery,109798,4
2508,2570,44694,Volver (2006),Comedy|Drama,195667,2
2509,2571,44709,Akeelah and the Bee (2006),Drama,122852,1
2510,2572,44729,Larry the Cable Guy: Health Inspector (2006),Comedy,190275,1
2511,2573,44761,Brick (2005),Crime|Drama|Film-Noir|Mystery,187758,3
2512,2574,44777,Evil Aliens (2005),Comedy|Horror|Sci-Fi,164887,1
2513,2575,44779,Santa's Slay (2005),Comedy|Fantasy|Horror,107168,1
2514,2576,44788,This Film Is Not Yet Rated (2006),Documentary,121902,19
2515,2577,44828,Slither (2006),Comedy|Horror|Sci-Fi,171009,2
2516,2578,44840,"Benchwarmers, The (2006)",Comedy,180230,5
2517,2579,44911,Magic (1978),Drama|Horror|Romance|Thriller,191892,1
2518,2580,44949,Hoot (2006),Children|Comedy,137537,3
2519,2581,44966,Where the Red Fern Grows (1974),Children|Drama,120520,7
2520,2582,44972,Scary Movie 4 (2006),Comedy|Horror,129596,3
2521,2583,44974,Hard Candy (2005),Drama|Thriller,190267,8
2522,2584,44978,Dead Birds (2004),Horror|War|Western,160163,1
2523,2585,45030,Even Money (2006),Crime|Drama,112779,1
2524,2586,45081,Silent Hill (2006),Fantasy|Horror|Thriller,199449,14
2525,2587,45186,Mission: Impossible III (2006),Action|Adventure|Thriller,144795,11
2526,2588,45208,RV (2006),Adventure|Children|Comedy,130203,13
2527,2589,45210,United 93 (2006),Crime|Drama,102314,5
2528,2590,45221,Stick It (2006),Comedy,152424,1
2529,2591,45431,Over the Hedge (2006),Adventure|Animation|Children|Comedy,155956,1
2530,2592,45442,Poseidon (2006),Action|Adventure|Thriller|IMAX,200348,2
2531,2593,45447,"Da Vinci Code, The (2006)",Drama|Mystery|Thriller,140771,11
2532,2594,45499,X-Men: The Last Stand (2006),Action|Sci-Fi|Thriller,100821,4
2533,2595,45501,"Break-Up, The (2006)",Comedy|Drama|Romance,157758,23
2534,2596,45517,Cars (2006),Animation|Children|Comedy,92374,71
2535,2597,45662,"Omen, The (2006)",Horror|Thriller,144711,5
2536,2598,45666,Nacho Libre (2006),Comedy,150436,6
2537,2599,45668,"Lake House, The (2006)",Drama|Fantasy|Romance,119667,34
2538,2600,45672,Click (2006),Adventure|Comedy|Drama|Fantasy|Romance,78874,136
2539,2601,45720,"Devil Wears Prada, The (2006)",Comedy|Drama,80208,38
2540,2602,45722,Pirates of the Caribbean: Dead Man's Chest (2006),Action|Adventure|Fantasy,118651,7
2541,2603,45726,"You, Me and Dupree (2006)",Comedy,152121,3
2542,2604,45728,Clerks II (2006),Comedy,116389,6
2543,2605,45730,Lady in the Water (2006),Drama|Fantasy|Mystery,201543,6
2544,2606,45732,My Super Ex-Girlfriend (2006),Comedy|Fantasy|Romance,82631,2
2545,2607,45852,See No Evil (2006),Horror,149027,1
2546,2608,45991,Psych-Out (1968),Drama|Musical|Thriller,174158,2
2547,2609,46062,High School Musical (2006),Children|Comedy|Drama|Musical|Romance,104378,26
2548,2610,46337,Garfield: A Tail of Two Kitties (2006),Animation|Children|Comedy,147038,1
2549,2611,46430,Waist Deep (2006),Action|Crime|Drama|Thriller,157097,1
2550,2612,46530,Superman Returns (2006),Action|Adventure|Sci-Fi|IMAX,197155,12
2551,2613,46578,Little Miss Sunshine (2006),Adventure|Comedy|Drama,117972,42
2552,2614,46653,"300 Spartans, The (1962)",Adventure|Drama|War,170898,4
2553,2615,46723,Babel (2006),Drama|Thriller,198342,10
2554,2616,46770,Krrish (2006),Adventure|Musical|Romance|Sci-Fi,100886,1
2555,2617,46848,"Gumball Rally, The (1976)",Adventure|Comedy,97046,3
2556,2618,46850,Wordplay (2006),Documentary,104331,3
2557,2619,46915,End Game (2006),Crime|Drama|Mystery,107928,1
2558,2620,46948,Monster House (2006),Animation|Children|Fantasy|Mystery,79512,1
2559,2621,46965,Snakes on a Plane (2006),Action|Comedy|Horror|Thriller,88526,12
2560,2622,46970,Talladega Nights: The Ballad of Ricky Bobby (2006),Action|Comedy,141928,79
2561,2623,46972,Night at the Museum (2006),Action|Comedy|Fantasy|IMAX,102499,1
2562,2625,46974,World Trade Center (2006),Drama,125258,2
2563,2626,46976,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance,115047,5
2564,2627,47044,Miami Vice (2006),Action|Crime|Drama|Thriller,112332,1
2565,2628,47099,"Pursuit of Happyness, The (2006)",Drama,113392,37
2566,2629,47122,John Tucker Must Die (2006),Comedy|Romance,161935,7
2567,2630,47200,Crank (2006),Action|Thriller,104930,30
2568,2631,47382,Step Up (2006),Drama|Romance,134778,2
2569,2633,47452,Wing Chun (1994),Action|Comedy|Drama|Romance,113404,2
2570,2634,47493,Cabin in the Sky (1943),Fantasy|Musical,82893,1
2571,2635,47518,Accepted (2006),Comedy,120257,1
2572,2636,47610,"Illusionist, The (2006)",Drama|Fantasy|Mystery|Romance,126096,6
2573,2637,47629,The Queen (2006),Drama,189531,6
2574,2638,47640,Beerfest (2006),Comedy,167623,15
2575,2639,47644,Invincible (2006),Drama,130523,1
2576,2640,47810,"Wicker Man, The (2006)",Horror|Mystery|Thriller,177270,3
2577,2641,47830,"Quiet, The (2005)",Crime|Drama|Mystery|Thriller,149022,3
2578,2642,47976,Trust the Man (2005),Comedy|Drama|Romance,173849,1
2579,2643,47997,Idiocracy (2006),Adventure|Comedy|Sci-Fi|Thriller,191316,12
2580,2644,47999,Jesus Camp (2006),Documentary|Drama,155140,3
2581,2645,48043,"Fountain, The (2006)",Drama|Fantasy|Romance,89838,11
2582,2646,48123,"Long Voyage Home, The (1940)",Drama|War,84517,1
2583,2647,48142,"Black Dahlia, The (2006)",Crime|Drama|Mystery|Thriller,135655,5
2584,2648,48161,Gridiron Gang (2006),Drama,178015,2
2585,2649,48262,"Bridge, The (2006)",Documentary,122411,1
2586,2651,48304,Apocalypto (2006),Adventure|Drama|Thriller,156124,8
2587,2652,48319,Flyboys (2006),Action|Adventure|Drama|War,181949,1
2588,2653,48322,Jackass Number Two (2006),Comedy|Documentary,145814,2
2589,2654,48412,"Guardian, The (2006)",Action|Adventure|Drama,159636,3
2590,2655,48414,Open Season (2006),Adventure|Animation|Children|Comedy|IMAX,79313,1
2591,2656,48416,School for Scoundrels (2006),Comedy|Crime,122726,2
2592,2657,48427,Romy and Michele: In the Beginning (2005),Comedy,143958,1
2593,2658,48516,"Departed, The (2006)",Crime|Drama|Thriller,86428,88
2594,2659,48518,"Texas Chainsaw Massacre: The Beginning, The (2006)",Horror|Thriller,90026,5
2595,2660,48520,Employee of the Month (2006),Comedy,203622,3
2596,2661,48593,Man of the Year (2006),Comedy|Thriller,167870,1
2597,2662,48596,"Marine, The (2006)",Action|Drama|Thriller,171169,1
2598,2663,48738,"Last King of Scotland, The (2006)",Drama|Thriller,164931,1
2599,2664,48774,Children of Men (2006),Action|Adventure|Drama|Sci-Fi|Thriller,161817,13
2600,2665,48780,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller,114560,48
2601,2666,48783,Flags of Our Fathers (2006),Drama|War,158111,4
2602,2667,48791,Flicka (2006),Children|Drama,195773,3
2603,2668,48856,"Guide to Recognizing Your Saints, A (2006)",Crime|Drama,103517,1
2604,2669,48877,Saw III (2006),Crime|Horror|Thriller,175707,6
2605,2670,48982,Flushed Away (2006),Animation|Comedy,160285,1
2606,2671,49110,Mom and Dad Save the World (1992),Comedy|Sci-Fi,78869,1
2607,2672,49130,"Good Year, A (2006)",Comedy|Drama|Romance,185684,1
2608,2673,49234,Red Dust (2004),Drama,86357,1
2609,2674,49272,Casino Royale (2006),Action|Adventure|Thriller,175252,28
2610,2675,49274,Happy Feet (2006),Adventure|Animation|Children|Comedy|IMAX,190590,18
2611,2676,49276,Let's Go to Prison (2006),Comedy,106197,1
2612,2677,49389,The Great Train Robbery (1903),Crime|Western,153100,1
2613,2678,49396,Tenacious D in The Pick of Destiny (2006),Adventure|Comedy|Musical,95750,2
2614,2679,49524,"Nativity Story, The (2006)",Drama,112106,1
2615,2680,49530,Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller|War,93845,14
2616,2681,49571,Dracula's Daughter (1936),Drama|Horror,134195,1
2617,2682,49647,Charlotte's Web (2006),Children|Comedy|Drama|Fantasy,84097,8
2618,2683,49649,Eragon (2006),Action|Adventure|Fantasy,193221,5
2619,2684,49651,Rocky Balboa (2006),Action|Drama,81968,1
2620,2685,49772,"Painted Veil, The (2006)",Drama|Romance,119656,1
2621,2686,49793,We Are Marshall (2006),Drama,156060,10
2622,2687,49822,"Good Shepherd, The (2006)",Drama|Thriller,185637,3
2623,2688,49824,Dreamgirls (2006),Drama|Musical,129124,15
2624,2689,49910,Freedom Writers (2007),Drama,172036,2
2625,2690,49961,Notes on a Scandal (2006),Drama,156699,3
2626,2691,50068,Letters from Iwo Jima (2006),Drama|War,139873,6
2627,2692,50147,Black Christmas (2006),Action|Horror|Thriller,145744,3
2628,2693,50158,Stomp the Yard (2007),Drama|Musical,106635,3
2629,2694,50601,Bridge to Terabithia (2007),Adventure|Children|Fantasy,109064,5
2630,2695,50792,Catch and Release (2006),Comedy|Drama|Romance,194047,2
2631,2696,50798,Epic Movie (2007),Adventure|Comedy,91692,1
2632,2697,50800,"Messengers, The (2007)",Drama|Horror|Thriller,159982,1
2633,2698,50802,Because I Said So (2007),Comedy|Drama|Romance,128682,3
2634,2699,50804,Hannibal Rising (2007),Drama|Horror|Thriller,177441,5
2635,2700,50806,Norbit (2007),Comedy|Romance,78958,16
2636,2701,50872,Ratatouille (2007),Animation|Children|Drama,177922,38
2637,2702,51077,Ghost Rider (2007),Action|Fantasy|Thriller,84422,6
2638,2703,51084,Music and Lyrics (2007),Comedy|Romance,176541,18
2639,2704,51086,"Number 23, The (2007)",Drama|Mystery|Thriller,89770,15
2640,2705,51091,Black Snake Moan (2006),Drama,103738,3
2641,2706,51255,Hot Fuzz (2007),Action|Comedy|Crime|Mystery,127115,147
2642,2707,51357,Citizen X (1995),Crime|Drama|Thriller,159560,1
2643,2708,51412,Next (2007),Action|Sci-Fi|Thriller,96184,1
2644,2709,51418,Breaking and Entering (2006),Drama,191242,1
2645,2710,51503,Wise Guys (1986),Comedy|Crime,157878,2
2646,2711,51540,Zodiac (2007),Crime|Drama|Thriller,155467,90
2647,2712,51575,Wild Hogs (2007),Adventure|Comedy,182174,7
2648,2713,51660,"Ultimate Gift, The (2006)",Drama,170943,2
2649,2714,51662,300 (2007),Action|Fantasy|War|IMAX,136877,72
2650,2715,51698,"Last Mimzy, The (2007)",Adventure|Children|Sci-Fi,118472,1
2651,2716,51834,Becoming Jane (2007),Drama|Romance,192586,3
2652,2717,51857,"Taste of Honey, A (1961)",Drama,132319,1
2653,2718,51903,I Think I Love My Wife (2007),Comedy|Drama|Romance,78673,1
2654,2719,51927,Dead Silence (2007),Horror|Mystery|Thriller,165155,6
2655,2720,51931,Reign Over Me (2007),Drama,114111,2
2656,2721,51935,Shooter (2007),Action|Drama|Thriller,108746,11
2657,2722,52245,Blades of Glory (2007),Comedy|Romance,198742,22
2658,2723,52281,Grindhouse (2007),Action|Crime|Horror|Sci-Fi|Thriller,125036,10
2659,2724,52283,"Reaping, The (2007)",Horror|Thriller,174125,9
2660,2725,52287,Meet the Robinsons (2007),Action|Adventure|Animation|Children|Comedy|Sci-Fi,146986,1
2661,2726,52328,Sunshine (2007),Adventure|Drama|Sci-Fi|Thriller,144872,13
2662,2727,52458,Disturbia (2007),Drama|Thriller,189266,32
2663,2728,52604,Fracture (2007),Crime|Drama|Mystery|Thriller,193005,5
2664,2729,52694,Mr. Bean's Holiday (2007),Comedy,183189,5
2665,2730,52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,165531,8
2666,2731,52952,This Is England (2006),Drama,106116,1
2667,2732,52973,Knocked Up (2007),Comedy|Drama|Romance,140335,126
2668,2733,52975,Hairspray (2007),Comedy|Drama|Musical,127328,42
2669,2734,53000,28 Weeks Later (2007),Horror|Sci-Fi|Thriller,168632,6
2670,2735,53038,Red Dust (1932),Drama,164515,1
2671,2736,53121,Shrek the Third (2007),Adventure|Animation|Children|Comedy|Fantasy,112783,4
2672,2737,53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,168727,5
2673,2738,53129,Mr. Brooks (2007),Crime|Drama|Thriller,103550,7
2674,2739,53152,"Man from Planet X, The (1951)",Horror|Romance|Sci-Fi,176201,1
2675,2740,53280,"Breed, The (2006)",Horror|Thriller,96793,1
2676,2741,53318,Cashback (2006),Comedy|Drama|Romance,140291,1
2677,2742,53322,Ocean's Thirteen (2007),Crime|Thriller,87745,14
2678,2743,53435,Hostel: Part II (2007),Crime|Horror|Thriller,120544,2
2679,2744,53464,Fantastic Four: Rise of the Silver Surfer (2007),Action|Adventure|Sci-Fi,199585,1
2680,2745,53466,Nancy Drew (2007),Adventure|Crime|Thriller,142741,1
2681,2746,53468,Fido (2006),Comedy|Horror|Thriller,98401,2
2682,2747,53519,Death Proof (2007),Action|Adventure|Crime|Horror|Thriller,86841,6
2683,2748,53550,Rescue Dawn (2006),Action|Adventure|Drama|War,91965,1
2684,2749,53808,Bring It On: All or Nothing (2006),Comedy,117771,3
2685,2750,53894,Sicko (2007),Documentary|Drama,202601,2
2686,2751,53953,1408 (2007),Drama|Horror|Thriller,194035,8
2687,2752,53956,Death at a Funeral (2007),Comedy,76279,4
2688,2753,53972,Live Free or Die Hard (2007),Action|Adventure|Crime|Thriller,201436,14
2689,2754,53974,License to Wed (2007),Comedy|Romance,103646,9
2690,2755,53993,Evan Almighty (2007),Comedy|Fantasy,189328,31
2691,2756,53996,Transformers (2007),Action|Sci-Fi|Thriller|IMAX,129036,74
2692,2758,54004,I Now Pronounce You Chuck and Larry (2007),Comedy|Romance,162481,29
2693,2759,54121,Broken Arrow (1950),Drama|Romance|Western,188316,1
2694,2760,54190,Across the Universe (2007),Drama|Fantasy|Musical|Romance,180122,7
2695,2761,54256,Hot Rod (2007),Comedy,149402,6
2696,2762,54259,Stardust (2007),Adventure|Comedy|Fantasy|Romance,173253,40
2697,2763,54272,"Simpsons Movie, The (2007)",Animation|Comedy,203049,11
2698,2764,54276,No Reservations (2007),Comedy|Drama|Romance,138546,5
2699,2765,54281,Charlie Bartlett (2007),Comedy|Drama,175178,1
2700,2766,54286,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller,197769,10
2701,2767,54503,Superbad (2007),Comedy,199831,299
2702,2768,54513,Talk to Me (2007),Drama,153820,1
2703,2769,54648,Rush Hour 3 (2007),Action|Comedy|Crime|Thriller,201412,15
2704,2770,54732,Balls of Fury (2007),Comedy,89085,1
2705,2771,54768,Daddy Day Camp (2007),Children|Comedy,126619,4
2706,2772,54775,War (2007),Action|Thriller,166279,8
2707,2773,54785,Halloween (2007),Horror,163704,35
2708,2774,54881,"King of Kong, The (2007)",Documentary,130287,3
2709,2775,54910,Behind the Mask: The Rise of Leslie Vernon (2006),Comedy|Horror|Thriller,133669,1
2710,2776,54995,Planet Terror (2007),Action|Horror|Sci-Fi,156176,10
2711,2777,54997,3:10 to Yuma (2007),Action|Crime|Drama|Western,126809,11
2712,2778,54999,Shoot 'Em Up (2007),Action|Comedy|Crime,182567,1
2713,2779,55050,Fierce People (2005),Drama,162209,1
2714,2780,55052,Atonement (2007),Drama|Romance|War,129676,17
2715,2781,55073,Mercenary for Justice (2006),Action,167001,1
2716,2782,55209,The Death and Life of Bobby Z (2007),Action|Crime|Drama|Thriller,144120,2
2717,2783,55232,Resident Evil: Extinction (2007),Action|Horror|Sci-Fi|Thriller,114876,1
2718,2784,55241,Mr. Woodcock (2007),Comedy,110685,6
2719,2785,55245,Good Luck Chuck (2007),Comedy|Romance,149260,8
2720,2786,55247,Into the Wild (2007),Action|Adventure|Drama,122208,21
2721,2787,55250,"Game Plan, The (2007)",Comedy,108273,8
2722,2788,55261,"Heartbreak Kid, The (2007)",Comedy|Drama|Romance,133092,1
2723,2789,55267,Dan in Real Life (2007),Comedy|Drama|Romance,164394,5
2724,2790,55269,"Darjeeling Limited, The (2007)",Adventure|Comedy|Drama,93320,2
2725,2791,55274,Elizabeth: The Golden Age (2007),Drama,177605,3
2726,2792,55276,Michael Clayton (2007),Drama|Thriller,125663,5
2727,2793,55280,Lars and the Real Girl (2007),Comedy|Drama,134064,18
2728,2794,55282,30 Days of Night (2007),Horror|Thriller,182881,8
2729,2795,55290,Gone Baby Gone (2007),Crime|Drama|Mystery,136369,13
2730,2796,55294,Weirdsville (2007),Comedy|Crime|Drama,147979,1
2731,2797,55363,"Assassination of Jesse James by the Coward Robert Ford, The (2007)",Crime|Drama|Western,182669,9
2732,2798,55442,Persepolis (2007),Animation|Drama,100602,1
2733,2799,55507,"Mary, Queen of Scots (1971)",Drama,119347,1
2734,2800,55553,Black Sheep (2006),Comedy|Horror,186006,2
2735,2801,55577,Saw IV (2007),Crime|Horror|Thriller,184479,3
2736,2802,55713,The Reckless Moment (1949),Crime|Drama|Film-Noir,176375,2
2737,2803,55765,American Gangster (2007),Crime|Drama|Thriller,85637,23
2738,2804,55768,Bee Movie (2007),Animation|Comedy,77195,8
2739,2805,55820,No Country for Old Men (2007),Crime|Drama,124848,61
2740,2806,55872,August Rush (2007),Drama|Musical,196132,7
2741,2807,55908,"Man from Earth, The (2007)",Drama|Sci-Fi,173187,1
2742,2808,55955,Fred Claus (2007),Children|Comedy|Fantasy,193309,4
2743,2809,56003,Southland Tales (2006),Comedy|Drama|Sci-Fi|Thriller,192160,2
2744,2810,56079,Smiley Face (2007),Comedy,146297,1
2745,2811,56093,12 (2007),Crime|Drama|Thriller|War,113279,2
2746,2812,56145,"Mist, The (2007)",Horror|Sci-Fi,194607,30
2747,2813,56152,Enchanted (2007),Adventure|Animation|Children|Comedy|Fantasy|Musical|Romance,149249,1
2748,2815,56158,This Christmas (2007),Comedy|Drama|Romance,94460,2
2749,2816,56165,P2 (2007),Horror|Thriller,149908,1
2750,2817,56171,"Golden Compass, The (2007)",Adventure|Children|Fantasy,176558,19
2751,2818,56174,I Am Legend (2007),Action|Horror|Sci-Fi|Thriller|IMAX,92882,37
2752,2819,56176,Alvin and the Chipmunks (2007),Children|Comedy,175360,2
2753,2820,56251,Futurama: Bender's Big Score (2007),Animation|Comedy|Sci-Fi,84903,1
2754,2821,56367,Juno (2007),Comedy|Drama|Romance,88487,97
2755,2822,56389,My Blueberry Nights (2007),Drama|Romance,108943,2
2756,2823,56485,Return to Sender (2004),Drama|Thriller,176207,2
2757,2824,56587,"Bucket List, The (2007)",Comedy|Drama,149788,10
2758,2825,56715,Wristcutters: A Love Story (2006),Drama|Fantasy|Romance,174394,2
2759,2826,56757,Sweeney Todd: The Demon Barber of Fleet Street (2007),Drama|Horror|Musical|Thriller,133997,1
2760,2828,56775,National Treasure: Book of Secrets (2007),Action|Adventure,109424,11
2761,2829,56782,There Will Be Blood (2007),Drama|Western,105556,20
2762,2830,56788,Charlie Wilson's War (2007),Comedy|Drama|War,160470,1
2763,2831,56805,Walk Hard: The Dewey Cox Story (2007),Comedy|Musical,194272,12
2764,2832,56848,Ricochet (1991),Action|Crime|Thriller,83389,1
2765,2833,56915,"Water Horse: Legend of the Deep, The (2007)",Adventure|Children|Fantasy,124032,3
2766,2834,56921,Battlestar Galactica: Razor (2007),Action|Drama|Sci-Fi|Thriller,177359,3
2767,2835,56941,P.S. I Love You (2007),Comedy|Drama|Romance,118353,46
2768,2836,56945,"Perfect Holiday, The (2007)",Comedy|Romance,125099,1
2769,2837,56949,27 Dresses (2008),Comedy|Romance,153411,40
2770,2838,57368,Cloverfield (2008),Action|Mystery|Sci-Fi|Thriller,76519,32
2771,2840,57421,Hatchet (2006),Comedy|Horror,197303,2
2772,2841,57522,First Sunday (2008),Comedy|Crime,76935,2
2773,2842,57530,How She Move (2007),Drama,142272,1
2774,2843,57532,Meet the Spartans (2008),Comedy,183135,2
2775,2844,57534,"Eye, The (2008)",Drama|Horror|Thriller,203168,1
2776,2845,57536,Strange Wilderness (2008),Comedy,77910,1
2777,2846,57637,"Signal, The (2007)",Horror|Sci-Fi|Thriller,193321,1
2778,2847,57640,Hellboy II: The Golden Army (2008),Action|Adventure|Fantasy|Sci-Fi,155044,4
2779,2848,57669,In Bruges (2008),Comedy|Crime|Drama|Thriller,127795,3
2780,2849,57910,Teeth (2007),Comedy|Horror,158269,1
2781,2850,57951,Fool's Gold (2008),Action|Adventure|Comedy|Romance,75984,9
2782,2851,58025,Jumper (2008),Action|Adventure|Drama|Sci-Fi|Thriller,104137,6
2783,2852,58029,It's a Free World... (2007),Drama,78950,1
2784,2853,58047,"Definitely, Maybe (2008)",Comedy|Drama|Romance,130771,16
2785,2854,58078,"Air I Breathe, The (2007)",Crime|Drama|Romance|Thriller,160428,1
2786,2855,58103,Vantage Point (2008),Action|Drama|Thriller,195497,1
2787,2856,58105,"Spiderwick Chronicles, The (2008)",Adventure|Children|Drama|Fantasy|IMAX,147958,1
2788,2857,58154,"Other Boleyn Girl, The (2008)",Drama|Romance,104192,4
2789,2858,58156,Semi-Pro (2008),Comedy,105916,3
2790,2859,58162,Run Fatboy Run (2007),Comedy|Romance,78207,3
2791,2860,58191,Taxi to the Dark Side (2007),Documentary,165525,1
2792,2861,58295,"Bank Job, The (2008)",Action|Crime|Thriller,191270,9
2793,2862,58299,Horton Hears a Who! (2008),Adventure|Animation|Children|Comedy,150798,2
2794,2863,58315,"Love Guru, The (2008)",Comedy,112297,4
2795,2864,58365,Chicago 10 (2007),Animation|Documentary,172129,1
2796,2865,58559,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX,134106,170
2797,2866,58627,Never Back Down (2008),Action,108706,6
2798,2867,58803,21 (2008),Crime|Drama|Romance|Thriller,127378,2
2799,2868,58876,Stop-Loss (2008),Drama|War,170707,1
2800,2869,58975,"Ruins, The (2008)",Horror|Thriller,93860,4
2801,2870,58998,Forgetting Sarah Marshall (2008),Comedy|Romance,116976,59
2802,2871,59014,Superhero Movie (2008),Action|Comedy|Sci-Fi,201368,3
2803,2872,59016,Street Kings (2008),Crime|Drama|Thriller,178938,1
2804,2873,59022,Harold & Kumar Escape from Guantanamo Bay (2008),Adventure|Comedy,151702,1
2805,2874,59037,Speed Racer (2008),Action|Children|Sci-Fi|IMAX,84009,1
2806,2875,59103,"Forbidden Kingdom, The (2008)",Action|Adventure|Comedy|Fantasy,103663,1
2807,2876,59126,Religulous (2008),Comedy|Documentary,81232,3
2808,2877,59143,Super High Me (2007),Comedy|Documentary,93238,1
2809,2878,59256,Deception (2008),Action|Drama|Thriller,144481,2
2810,2879,59258,Baby Mama (2008),Comedy,168289,21
2811,2880,59306,Prom Night (2008),Horror|Mystery|Thriller,165728,19
2812,2881,59315,Iron Man (2008),Action|Adventure|Sci-Fi,99583,178
2813,2882,59333,Made of Honor (2008),Comedy|Romance,144901,8
2814,2883,59369,Taken (2008),Action|Crime|Drama|Thriller,134823,21
2815,2885,59387,"Fall, The (2006)",Adventure|Drama|Fantasy,158274,2
2816,2886,59392,Stargate: The Ark of Truth (2008),Action|Fantasy|Sci-Fi,133626,1
2817,2887,59501,"Chronicles of Narnia: Prince Caspian, The (2008)",Adventure|Children|Fantasy,152830,5
2818,2888,59604,"Girl Next Door, The (2007)",Crime|Drama|Horror|Thriller,97346,1
2819,2889,59607,King Corn (2007),Documentary,138185,2
2820,2890,59615,Indiana Jones and the Kingdom of the Crystal Skull (2008),Action|Adventure|Comedy|Sci-Fi,147598,19
2821,2891,59715,Shutter (2008),Horror|Mystery|Thriller,140825,1
2822,2892,59725,Sex and the City (2008),Comedy|Romance,139964,3
2823,2893,59727,"Strangers, The (2008)",Horror|Thriller,200135,13
2824,2894,59784,Kung Fu Panda (2008),Action|Animation|Children|Comedy|IMAX,105827,23
