,title,databaseId,Unnamed: 0,imdbID,genres,directors,actors,movielensID,year,country
3454,Anna Karenina,123680,45263,1781769,Drama|Romance,Joe Wright,"Keira Knightley, Jude Law, Aaron Taylor-Johnson",97936,2012.0,UK
3455,12 Years a Slave,123744,1690,2024544,Drama|History,Steve McQueen,"Chiwetel Ejiofor, Michael Kenneth Williams, Michael Fassbender",105844,2013.0,USA
3456,High School Musical 3: Senior Year,123754,35951,962726,Comedy|Drama|Family|Music|Romance,Kenny Ortega,"Zac Efron, Vanessa Hudgens, Ashley Tisdale",62912,2008.0,USA
3457,Megan Leavey,123791,23944,4899370,Drama|War,Gabriela Cowperthwaite,Kate Mara,170947,2017.0,USA
3458,Triple 9,123796,16662,1712261,Action|Thriller,John Hillcoat,Casey Affleck,152061,2016.0,USA
3460,Warrior,125931,43177,1291584,Action|Drama,Gavin O'Connor,"Tom Hardy, Nick Nolte, Joel Edgerton",89774,2011.0,USA
3461,Batman vs. Robin,123825,9377,4324274,Action|Adventure|Animation,Jay Oliva,Stuart Allan,131739,2015.0,USA
3462,Grimm,123837,25631,365289,Drama|Comedy|Adventure,Alex van Warmerdam,Teresa Berganza,174835,2003.0,Netherlands
3463,Appaloosa,123917,35768,800308,Drama|Western|Crime,Ed Harris,"Ed Harris, Viggo Mortensen, Renée Zellweger",61986,2008.0,USA
3464,The Insider,123939,28777,140352,Drama|Thriller,Michael Mann,"Russell Crowe, Al Pacino, Christopher Plummer",3006,1999.0,USA
3465,Love Don't Cost a Thing,123981,38071,337592,Comedy|Drama|Family|Romance,Troy Byer,"Nick Cannon, Christina Milian, Jordan Burg",7148,2003.0,USA
3466,Pirates of the Caribbean: Dead Men Tell No Tales,124024,6646,1790809,Adventure|Action|Fantasy|Comedy,Joachim Rønning,Johnny Depp,122896,2017.0,USA
3467,Delicatessen,124072,5094,101700,Comedy|Science Fiction|Fantasy,Marc Caro,"Marie-Laure Dougnac, Dominique Pinon, Pascal Benezech",1175,1991.0,France
3468,Brian's Song,124092,29308,68315,Drama|TV Movie,Buzz Kulik,"James Caan, Billy Dee Williams, Jack Warden",32203,1971.0,USA
3469,Bad Teacher,124098,42378,1284575,Comedy,Jake Kasdan,"Cameron Diaz, Jason Segel, Justin Timberlake",87485,2011.0,USA
3470,Troll,124116,31581,92115,Fantasy|Horror,John Carl Buechler,"Michael Moriarty, Shelley Hack, Noah Hathaway",43838,1986.0,USA
3471,Elf,124142,37401,319343,Comedy|Family|Fantasy,Jon Favreau,"Will Ferrell, James Caan, Bob Newhart",6936,2003.0,USA
3472,Krampus,124172,10773,3850590,Horror|Comedy|Fantasy,Michael Dougherty,Adam Scott,135534,2015.0,USA
3476,Flash Gordon,126554,37013,27623,Action|Science Fiction,Frederick Stephani,"Buster Crabbe, Jean Rogers, Charles Middleton",67869,1936.0,USA
3477,The Transporter Refueled,124257,13176,2938956,Thriller|Action|Crime,Camille Delamarre,Ed Skrein,142032,2015.0,France
3478,Mamma Mia!,124268,35394,795421,Comedy|Romance,Phyllida Lloyd,"Meryl Streep, Pierce Brosnan, Amanda Seyfried",60397,2008.0,USA
3479,Clown,124333,8825,1780798,Horror,Jon Watts,"Eli Roth, Peter Stormare, Laura Allen",130052,2014.0,USA
3480,Timecrimes,124344,36509,480669,Science Fiction|Thriller,Nacho Vigalondo,"Karra Elejalde, Candela Fernández, Bárbara Goenaga",65642,2007.0,Spain
3481,Sleepy Hollow,124356,28882,162661,Drama|Fantasy|Thriller|Mystery,Tim Burton,"Johnny Depp, Christina Ricci, Miranda Richardson",3081,1999.0,USA
3482,Nanny McPhee and the Big Bang,124401,40049,1415283,Comedy|Fantasy,Susanna White,"Emma Thompson, Maggie Gyllenhaal, Ralph Fiennes",79463,2010.0,UK
3483,"The Good, the Bad and the Ugly",124402,5759,60196,Western,Sergio Leone,"Clint Eastwood, Eli Wallach, Lee Van Cleef",1201,1966.0,Italy
3487,Cheaper by the Dozen,182905,38870,42327,Comedy|Family,Walter Lang,"Clifton Webb, Myrna Loy, Jeanne Crain",7395,1950.0,USA
3489,Beautiful Creatures,124433,31303,221889,Comedy|Crime|Drama|Thriller,Bill Eagles,"Rachel Weisz, Susan Lynch, Iain Glen",4242,2000.0,UK
3490,Stage Door,124457,27159,29604,Comedy|Drama,Gregory La Cava,"Katharine Hepburn, Ginger Rogers, Adolphe Menjou",25841,1937.0,USA
3491,White Christmas,124461,30349,47673,Comedy|Music|Romance,Michael Curtiz,"Bing Crosby, Danny Kaye, Rosemary Clooney",3675,1954.0,USA
3492,Spaceballs,124485,28806,94012,Comedy|Science Fiction,Mel Brooks,"Mel Brooks, John Candy, Rick Moranis",3033,1987.0,USA
3493,American Ninja 2: The Confrontation,124500,31987,92548,Action|Adventure|Drama,Sam Firstenberg,"Michael Dudikoff, Steve James, Larry Poindexter",4566,1987.0,USA
3496,Mr. Right,124520,21502,882789,Comedy|Drama|Romance,David Morris,James Lance,165015,2009.0,UK
3497,10 Cloverfield Lane,124545,16670,1179933,Thriller|Science Fiction|Drama,Dan Trachtenberg,John Goodman,152077,2016.0,USA
3498,The High and the Mighty,124662,41656,47086,Action|Adventure|Drama|Thriller,William A. Wellman,"John Wayne, Claire Trevor, Laraine Day",8524,1954.0,USA
3499,Dazed and Confused,124708,31646,106677,Comedy|Drama,Richard Linklater,"Jason London, Wiley Wiggins, Matthew McConaughey",441,1993.0,USA
3500,Rare Exports: A Christmas Tale,124717,40894,1401143,Fantasy,Jalmari Helander,"Jorma Tommila, Peeter Jakobi, Onni Tommila",82242,2010.0,Finland
3501,One Day,124725,42626,1563738,Drama|Romance,Lone Scherfig,"Anne Hathaway, Jim Sturgess, Patricia Clarkson",88179,2011.0,USA
3502,Area 51,124741,13062,1519461,Horror|Thriller|Science Fiction,Oren Peli,Reid Warner,141761,2015.0,USA
3503,48 Hrs.,124771,33052,83511,Thriller|Action|Comedy|Crime|Drama,Walter Hill,"Nick Nolte, Eddie Murphy, Annette O'Toole",5049,1982.0,USA
3504,The Tommyknockers,124779,23643,106156,Horror|Science Fiction,[],Jimmy Smits,170273,1993.0,USA
3506,Red Heat,124780,31914,95963,Action|Crime,Walter Hill,"Arnold Schwarzenegger, James Belushi, Peter Boyle",4531,1988.0,USA
3507,Up in Smoke,124787,5619,78446,Comedy,Lou Adler,"Cheech Marin, Tommy Chong, Strother Martin",1194,1978.0,USA
3508,Bad Lieutenant,124797,29474,103759,Crime|Drama,Abel Ferrara,"Harvey Keitel, Victor Argo, Paul Calderon",3272,1992.0,USA
3509,The Constitution,124805,21668,5545674,Drama,Rajko Grlic,Nebojsa Glogovac,165417,2016.0,Croatia
3510,No Country for Old Men,124848,34289,477348,Crime|Drama|Thriller,Ethan Coen,"Tommy Lee Jones, Javier Bardem, Josh Brolin",55820,2007.0,USA
3511,The Chumscrubber,124850,30013,406650,Comedy|Drama,Arie Posin,"Jamie Bell, Allison Janney, Rory Culkin",34523,2005.0,USA
3512,M. Butterfly,124856,32694,107468,Drama|Romance,David Cronenberg,"Jeremy Irons, John Lone, Barbara Sukowa",488,1993.0,USA
3513,Kick-Ass 2,124890,1203,1650554,Action|Adventure|Crime,Jeff Wadlow,"Aaron Taylor-Johnson, Chloë Grace Moretz, Christopher Mintz-Plasse",104241,2013.0,USA
3514,Dirty Love,124895,31240,327643,Comedy,John Asher,"Jenny McCarthy, Eddie Kaye Thomas, Carmen Electra",42053,2005.0,USA
3515,Moneyball,124903,43076,1210166,Drama,Bennett Miller,"Brad Pitt, Robin Wright, Jonah Hill",89492,2011.0,USA
3516,The China Syndrome,124957,39377,78966,Thriller|Drama,James Bridges,"Jane Fonda, Jack Lemmon, Michael Douglas",7698,1979.0,USA
3517,Forever Strong,124964,41939,840322,Drama,Ryan Little,"Sean Faris, Penn Badgley, Gary Cole",86330,2008.0,USA
3518,Act of Valor,125014,44118,1591479,Action|Thriller|War,Mike McCoy,"Alex Veadov, Roselyn Sanchez, Nestor Serrano",93297,2012.0,USA
3519,Grindhouse,125036,33450,462322,Thriller|Action|Horror,Robert Rodriguez,"Kurt Russell, Rose McGowan, Danny Trejo",52281,2007.0,USA
3520,Jamesy Boy,125063,2737,1673734,Crime|Drama|Romance,Trevor White,"Taissa Farmiga, Mary-Louise Parker, Rosa Salazar",109397,2014.0,USA
3521,The Perfect Holiday,125099,34541,841032,Comedy|Drama|Romance|Family,Lance Rivera,"Gabrielle Union, Morris Chestnut, Queen Latifah",56945,2007.0,USA
3522,Scary Movie 3,125156,37267,306047,Comedy,David Zucker,"Anna Faris, Charlie Sheen, Regina Hall",6888,2003.0,USA
3523,Gangster,125192,17304,495032,Romance|Crime|Drama,Anurag Basu,Kangana Ranaut,153538,2006.0,India
3524,Rounders,125213,26682,128442,Drama|Crime,John Dahl,"Matt Damon, Edward Norton, Gretchen Mol",2231,1998.0,USA
3525,Lone Survivor,125235,2049,1091191,Action|Drama|Thriller|War,Peter Berg,"Mark Wahlberg, Taylor Kitsch, Emile Hirsch",107069,2013.0,USA
3526,World Trade Center,125258,32259,469641,Drama|History|Thriller,Oliver Stone,"Nicolas Cage, Michael Peña, Maria Bello",46974,2006.0,USA
3527,Mr. Deeds,125280,33953,280590,Comedy|Romance,Steven Brill,"Adam Sandler, Winona Ryder, John Turturro",5449,2002.0,USA
3528,Garden State,125284,42488,333766,Comedy|Drama|Romance,Zach Braff,"Zach Braff, Peter Sarsgaard, Natalie Portman",8784,2004.0,USA
3529,Catch That Kid,125312,38435,337917,Family|Action|Adventure,Bart Freundlich,"Kristen Stewart, Sam Robards, Jennifer Beals",7262,2004.0,USA
3531,Sleeper,140424,2245,70707,Comedy|Romance|Science Fiction,Woody Allen,"Woody Allen, Diane Keaton, John Beck",1077,1973.0,USA
3532,Rugrats Go Wild,125369,36315,337711,Animation|Family,John Eng,"Jodi Carlisle, Lacey Chabert, Tim Curry",6485,2003.0,USA
3534,Icarus,205865,44732,1261862,Action|Drama|Thriller,Dolph Lundgren,"Dolph Lundgren, Stefanie von Pfetten, Samantha Ferris",95982,2010.0,Canada
3535,Annabelle,125431,4240,3322940,Horror,John R. Leonetti,"Ward Horton, Annabelle Wallis, Alfre Woodard",114713,2014.0,USA
3539,Oliver Twist,125443,41184,40662,Adventure|Drama|Family,David Lean,"Robert Newton, Alec Guinness, Kay Walsh",8341,1948.0,UK
3540,Big Business,125452,31784,94739,Comedy,Jim Abrahams,"Bette Midler, Lily Tomlin, Fred Ward",4476,1988.0,USA
3543,The One,125456,32709,267804,Action|Science Fiction|Thriller,James Wong,"Jet Li, Carla Gugino, Delroy Lindo",4887,2001.0,USA
3544,61*,125494,28220,250934,TV Movie|Drama|History,Billy Crystal,"Barry Pepper, Thomas Jane, Anthony Michael Hall",27373,2001.0,USA
3545,Hope,125499,23021,3153634,Crime|Drama,Joon-ik Lee,Re Lee,168798,2013.0,South Korea
3546,BASEketball,125501,26494,131857,Comedy,David Zucker,"Trey Parker, Matt Stone, Dian Bachar",2060,1998.0,USA
3547,The Great Buck Howard,125515,37158,460810,Comedy|Drama,Sean McGinly,"Colin Hanks, John Malkovich, Tom Hanks",68444,2008.0,USA
3548,Holiday Inn,125517,28837,34862,Comedy|Drama|Music|Romance,Mark Sandrich,"Bing Crosby, Fred Astaire, Marjorie Reynolds",3061,1942.0,USA
3549,Mary Reilly,125540,43818,117002,Drama|Horror|Thriller|Romance,Stephen Frears,"Julia Roberts, John Malkovich, George Cole",92,1996.0,USA
3550,A Dog's Purpose,125567,22425,1753383,Comedy|Drama|Family|Fantasy,Lasse Hallström,Josh Gad,167380,2017.0,USA
3551,A Girl Like Her,125575,9686,2523832,Drama,Amy S. Weber,Lexi Ainsworth,132547,2015.0,USA
3552,Mr. Church,125581,21694,4196848,Drama,Bruce Beresford,Eddie Murphy,165503,2016.0,USA
3553,How to Be Single,125591,15632,1292566,Comedy|Romance,Christian Ditter,Dakota Johnson,148956,2016.0,USA
3554,The Graduate,125624,7200,61722,Drama,Mike Nichols,"Dustin Hoffman, Anne Bancroft, Katharine Ross",1247,1967.0,USA
3555,Michael Clayton,125663,34154,465538,Drama|Mystery|Crime,Tony Gilroy,"George Clooney, Tilda Swinton, Tom Wilkinson",55276,2007.0,USA
3557,Alone in the Dark,125679,35063,83542,Horror|Thriller,Jack Sholder,"Jack Palance, Donald Pleasence, Martin Landau",5918,1982.0,USA
3558,Muppet Treasure Island,125687,2026,117110,Action|Comedy|Music|Family|Adventure,Brian Henson,"Tim Curry, Billy Connolly, Jennifer Saunders",107,1996.0,USA
3559,Hardware,125698,29945,99740,Horror|Science Fiction|Thriller,Richard Stanley,"Dylan McDermott, Stacey Travis, John Lynch",34292,1990.0,UK
3561,The Duel,125699,19865,2436682,Western|Drama,Kieran Darcy-Smith,Woody Harrelson,160581,2016.0,USA
3562,The Natural,125720,28929,87781,Drama,Barry Levinson,"Robert Redford, Robert Duvall, Glenn Close",3098,1984.0,USA
3564,Prisoners,146640,1397,1392214,Drama|Thriller|Crime,Denis Villeneuve,"Hugh Jackman, Jake Gyllenhaal, Viola Davis",104879,2013.0,USA
3565,Badlands,125767,30445,69762,Crime|Drama,Terrence Malick,"Martin Sheen, Sissy Spacek, Warren Oates",3741,1973.0,USA
3566,American Zombie,125813,35633,765430,Comedy|Documentary|Horror,Grace Lee,"Austin Basis, Jane Edith Wilson, Al Vicente",61301,2007.0,USA
3567,The Impossible,125872,45606,1649419,Thriller|Drama,J.A. Bayona,"Naomi Watts, Ewan McGregor, Tom Holland",99145,2012.0,Spain
3568,Courage Under Fire,125914,36288,115956,Drama|Thriller|Mystery|War,Edward Zwick,"Denzel Washington, Meg Ryan, Lou Diamond Phillips",647,1996.0,USA
3569,Ponyo,125997,36420,876563,Animation|Family,Hayao Miyazaki,"Cate Blanchett, Matt Damon, Liam Neeson",65261,2008.0,Japan
3570,Gangster Squad,126001,45759,1321870,Crime|Drama|Action|Thriller,Ruben Fleischer,"Sean Penn, Ryan Gosling, Emma Stone",99728,2013.0,USA
3571,Popstar,126046,6522,426550,Romance|Family|Comedy,Richard Gabai,Aaron Carter,122559,2005.0,USA
3572,Taking Lives,126048,38779,364045,Action|Crime|Mystery|Thriller,D.J. Caruso,"Angelina Jolie, Ethan Hawke, Kiefer Sutherland",7362,2004.0,USA
3573,An Extremely Goofy Movie,126060,28150,208185,Animation|Family|Comedy,Douglas McCarthy,"Bill Farmer, Jason Marsden, Jeff Bennett",27253,2000.0,USA
3575,Born to Be Wild,126083,45677,1680059,Documentary,David Lickley,"Birute Galdikas, Daphne Sheldrick, Morgan Freeman",99441,2011.0,USA
3576,The Last Starfighter,126174,41938,87597,Adventure|Science Fiction|Action,Nick Castle,"Lance Guest, Robert Preston, Kay E. Kuter",8633,1984.0,USA
3577,Gifted,126177,23835,4481414,Drama,Marc Webb,Chris Evans,170697,2017.0,USA
3578,Now and Then,126211,28028,114011,Comedy|Drama|Family,Lesli Linka Glatter,"Christina Ricci, Demi Moore, Rosie O'Donnell",27,1995.0,USA
3579,The Lucky One,126237,44359,1327194,Drama|Romance,Scott Hicks,"Zac Efron, Taylor Schilling, Blythe Danner",94325,2012.0,USA
3580,The Preacher's Wife,126247,11073,117372,Fantasy|Drama|Comedy|Science Fiction|Romance|Family,Penny Marshall,"Denzel Washington, Whitney Houston, Courtney B. Vance",1363,1996.0,USA
3581,Boruto: Naruto the Movie,126257,15898,4618398,Action|Animation|Fantasy,Hiroyuki Yamashita,Yûko Sanpei,149658,2015.0,Japan
3583,Creep,126304,30972,381966,Horror|Thriller|Mystery,Christopher Smith,"Franka Potente, Sean Harris, Vas Blackwood",40617,2004.0,UK
3584,Big,126305,28543,94737,Fantasy|Drama|Comedy|Romance|Family,Penny Marshall,"Tom Hanks, Elizabeth Perkins, Robert Loggia",2797,1988.0,USA
3585,Airplane II: The Sequel,126306,28537,83530,Comedy,Ken Finkleman,"Robert Hays, Julie Hagerty, Lloyd Bridges",2792,1982.0,USA
3586,Conquest of Space,126323,43272,47947,Science Fiction,Byron Haskin,"Walter Brooke, Eric Fleming, Mickey Shaughnessy",9003,1955.0,USA
3587,Glengarry Glen Ross,126347,2771,104348,Crime|Drama|Mystery,James Foley,"Al Pacino, Jack Lemmon, Alec Baldwin",1095,1992.0,USA
3588,Seabiscuit,126368,36510,329575,Drama|History,Gary Ross,"Tobey Maguire, Jeff Bridges, Elizabeth Banks",6565,2003.0,USA
3589,American Me,126371,35337,103671,Crime|Drama|Romance,Edward James Olmos,"Edward James Olmos, William Forsythe, Sal Lopez",6022,1992.0,USA
3590,The Pacifier,126375,29244,395699,Action|Comedy|Drama|Family|Thriller,Adam Shankman,"Vin Diesel, Brittany Snow, Max Thieriot",32017,2005.0,Canada
3591,Desk Set,126450,37508,50307,Comedy|Romance,Walter Lang,"Spencer Tracy, Katharine Hepburn, Gig Young",6970,1957.0,USA
3595,What Women Want,169313,41417,1667150,Romance|Drama|Comedy,Daming Chen,"Andy Lau, Li Gong, Li Yuan",84304,2011.0,China
3596,October Sky,126487,26982,132477,Drama|Family,Joe Johnston,"Jake Gyllenhaal, Chris Cooper, Laura Dern",2501,1999.0,USA
3598,Once Upon a Time,126496,42061,13059,,Carl Theodor Dreyer,"Clara Pontoppidan, Svend Methling, Peter Jerndorff",86664,1922.0,Denmark
3599,Sex and Zen,126520,32969,105287,Drama|Adventure|Comedy,Michael Mak,"Amy Yip, Lawrence Ng, Kent Cheng",5006,1991.0,Hong Kong
3600,Daddy Day Camp,126619,34015,462244,Comedy|Family,Fred Savage,"Cuba Gooding Jr., Lochlyn Munro, Richard Gant",54768,2007.0,USA
3601,The Fast and the Furious: Tokyo Drift,126656,32119,463985,Action|Crime|Drama|Thriller,Justin Lin,"Lucas Black, Zachery Ty Bryan, Shad Moss",46335,2006.0,USA
3602,Death Ship,126667,32599,80603,Adventure|Horror|Mystery|Thriller,Alvin Rakoff,"George Kennedy, Richard Crenna, Nick Mancuso",4839,1980.0,Canada
3604,Extinction,126693,12409,3467412,Drama|Horror|Science Fiction,Miguel Ángel Vivas,Matthew Fox,140131,2015.0,Spain
3605,Boyz n the Hood,126709,37044,101507,Crime|Drama,John Singleton,"Cuba Gooding Jr., Laurence Fishburne, Hudhail Al-Amir",6796,1991.0,USA
3606,Immortal Beloved,126740,26968,110116,Drama|Music|Romance,Bernard Rose,"Gary Oldman, Jeroen Krabbé, Isabella Rossellini",249,1994.0,UK
3607,The Guest,126786,4007,2980592,Mystery|Thriller|Action,Adam Wingard,"Dan Stevens, Sheila Kelley, Maika Monroe",113862,2014.0,USA
3608,"Hello, Dolly!",126827,36901,64418,Comedy|Family|Music|Romance,Gene Kelly,"Barbra Streisand, Walter Matthau, Michael Crawford",6732,1969.0,USA
3609,Final Girl,126901,10817,2124787,Action|Drama|Thriller,Tyler Shields,Abigail Breslin,135625,2015.0,Canada
3610,Red Eye,126916,30216,421239,Horror|Thriller,Wes Craven,"Rachel McAdams, Cillian Murphy, Brian Cox",35957,2005.0,USA
3611,Showgirls,126922,26348,114436,Drama,Paul Verhoeven,"Elizabeth Berkley, Kyle MacLachlan, Gina Gershon",193,1995.0,France
3612,The Campaign,126924,44767,1790886,Comedy,Jay Roach,"Will Ferrell, Zach Galifianakis, Jason Sudeikis",96110,2012.0,USA
3613,Zorro,126947,5437,72448,Western|Comedy|Action|Adventure,Duccio Tessari,"Alain Delon, Stanley Baker, Ottavia Piccolo",118734,1975.0,Italy
3615,The Siege,198112,26796,133952,Drama|Action|Thriller|Crime,Edward Zwick,"Denzel Washington, Bruce Willis, Annette Bening",2334,1998.0,USA
3617,The Mirror,126998,40911,117056,Drama,Jafar Panahi,"Mina Mohammad Khani, Aida Mohammadkhani, Kazem Mojdehi",82304,1997.0,Iran
3618,Sgt. Bilko,127011,36100,117608,Comedy|Family,Jonathan Lynn,"Steve Martin, Dan Aykroyd, Phil Hartman",637,1996.0,USA
3624,The Fly,199722,38433,81040,Animation,Ferenc Rófusz,,72612,1980.0,Hungary
3625,The Lost City of Z,127046,23508,1212428,Action|Adventure|Drama|History,James Gray,Charlie Hunnam,169900,2017.0,USA
3626,Billy Lynn's Long Halftime Walk,127059,21059,2513074,Drama|War,Ang Lee,Joe Alwyn,163931,2016.0,UK
3627,White Girl,127068,18198,4129870,Drama,Elizabeth Wood,Morgan Saylor,155830,2016.0,USA
3628,Hot Fuzz,127115,33229,425112,Crime|Action|Comedy,Edgar Wright,"Simon Pegg, Nick Frost, Martin Freeman",51255,2007.0,UK
3629,After Earth,127188,782,1815862,Science Fiction|Action|Adventure,M. Night Shyamalan,"Jaden Smith, David Denman, Will Smith",102880,2013.0,USA
3630,Match Point,127206,31088,416320,Drama|Thriller|Crime|Romance,Woody Allen,"Scarlett Johansson, Jonathan Rhys Meyers, Emily Mortimer",41285,2005.0,UK
3634,Journey to the Center of the Earth,127231,35853,52948,Adventure|Fantasy|Family,Henry Levin,"James Mason, Pat Boone, Arlene Dahl",6239,1959.0,USA
3635,Expired,127243,35571,488535,Comedy|Drama|Romance,Cecilia Miniucchi,"Samantha Morton, Anthony John Crane, Gina St. John",61048,2007.0,USA
3636,Knowing,127275,36874,448011,Action|Adventure|Drama|Mystery|Science Fiction|Thriller,Alex Proyas,"Nicolas Cage, Chandler Canterbury, Rose Byrne",67197,2009.0,USA
3637,Hard Target,127291,32131,107076,Action|Adventure|Crime|Thriller,John Woo,"Jean-Claude Van Damme, Lance Henriksen, Yancy Butler",464,1993.0,USA
3638,Let's Be Cops,127324,3878,1924435,Comedy,Luke Greenfield,"Jake Johnson, Damon Wayans Jr., Rob Riggle",113453,2014.0,USA
3642,Hairspray,128919,33614,427327,Family|Comedy|Music|Romance,Adam Shankman,"John Travolta, Queen Latifah, Nikki Blonsky",52975,2007.0,USA
3643,Monster Trucks,127342,22543,3095734,Action|Comedy|Science Fiction,Chris Wedge,Lucas Till,167636,2016.0,USA
3644,Colossal,127357,21419,4680182,Action|Comedy|Drama|Fantasy|Science Fiction,Nacho Vigalondo,Anne Hathaway,164821,2017.0,Canada
3650,Ride,186145,26190,120707,Comedy,Millicent Shelton,"Melissa De Sousa, John Witherspoon, Cedric the Entertainer",1776,1998.0,USA
3652,21,158212,34957,478087,Drama|Crime,Robert Luketic,"Jim Sturgess, Kate Bosworth, Kevin Spacey",58803,2008.0,USA
3653,Dead Before Dawn,127508,13883,106680,Drama|Thriller,Charles Correll,Cheryl Ladd,143935,1993.0,USA
3654,Halloween: Resurrection,127513,34014,220506,Horror|Thriller,Rick Rosenthal,"Jamie Lee Curtis, Busta Rhymes, Brad Loree",5476,2002.0,USA
3655,The Untouchables,127525,26642,94226,Crime|Drama|History|Thriller,Brian De Palma,"Kevin Costner, Sean Connery, Robert De Niro",2194,1987.0,USA
3658,Babes in Toyland,127563,28899,24852,Comedy,Gus Meins,"Stan Laurel, Oliver Hardy, Virginia Karns",3086,1934.0,USA
3659,The Jungle Book 2,127582,35694,283426,Family|Animation|Adventure,Steve Trenbirth,"John Goodman, Haley Joel Osment, Tony Jay",6158,2003.0,USA
3660,"Food, Inc.",127588,38002,1286537,Documentary,Robert Kenner,"Michael Pollan, Eric Schlosser, Richard Lobb",71282,2008.0,USA
3661,The Hustler,127606,30050,54997,Drama,Robert Rossen,"Paul Newman, Jackie Gleason, Piper Laurie",3468,1961.0,USA
3662,Strange Magic,127628,7789,4191054,Music|Animation|Family|Fantasy,Gary Rydstrom,"Evan Rachel Wood, Elijah Kelley, Kristin Chenoweth",126482,2015.0,USA
3663,The Seventh Sign,127674,26717,96073,Horror|Thriller|Mystery|Fantasy,Carl Schultz,"Demi Moore, Michael Biehn, Jürgen Prochnow",2263,1988.0,USA
3664,Towelhead,127675,35418,787523,Drama,Alan Ball,"Summer Bishil, Aaron Eckhart, Peter Macdissi",60482,2008.0,USA
3666,The Chronicles of Riddick,172049,41257,296572,Action|Science Fiction,David Twohy,"Vin Diesel, Judi Dench, Colm Feore",8371,2004.0,USA
3667,Teen Beach Movie,127707,2579,2325989,Family|Music|TV Movie,Jeffrey Hornaday,"Ross Lynch, Maia Mitchell, Grace Phipps",108879,2013.0,USA
3668,Out of the Furnace,127710,1398,1206543,Thriller|Drama|Crime,Scott Cooper,"Christian Bale, Casey Affleck, Zoe Saldana",104881,2013.0,USA
3669,Quigley Down Under,127728,27870,102744,Romance|Action|Adventure|Western|Drama,Simon Wincer,"Tom Selleck, Laura San Giacomo, Alan Rickman",26750,1990.0,Australia
3670,Descent,127759,34829,463027,Drama|Thriller,Talia Lugacy,"Rosario Dawson, Chad Faust, Marcus Patrick",58287,2007.0,USA
3671,In Bruges,127795,34690,780536,Comedy|Drama|Crime,Martin McDonagh,"Colin Farrell, Brendan Gleeson, Ciarán Hinds",57669,2008.0,UK
3674,The Lost World,127845,35259,54038,Adventure|Fantasy|Science Fiction,Irwin Allen,"Michael Rennie, Jill St. John, David Hedison",59942,1960.0,USA
3675,Merlin and the War of the Dragons,127875,12710,1294699,Fantasy,Mark Atkins,Simon Lloyd-Roberts,140818,2008.0,USA
3676,To the Bone,127908,23169,5541240,Drama,Marti Noxon,Rebekah Kennedy,169166,2017.0,USA
3688,Home,179260,39990,1319569,Drama,Ursula Meier,"Isabelle Huppert, Olivier Gourmet, Adélaïde Leroux",79254,2008.0,Switzerland
3689,Ip Man 3,127949,16870,2888046,Action|Drama|History,Wilson Yip,Donnie Yen,152591,2015.0,China
3690,Robots,127982,29251,358082,Animation|Comedy|Family|Science Fiction,Chris Wedge,"Ewan McGregor, Halle Berry, Mel Brooks",32031,2005.0,USA
3691,Drop Dead Fred,127987,3631,101775,Comedy|Fantasy|Family,Ate de Jong,"Phoebe Cates, Rik Mayall, Marsha Mason",1126,1991.0,USA
3692,Girls Will Be Girls,128042,37240,339071,Comedy,Richard Day,"Jack Plotnick, Clinton Leupp, Jeffery Roberson",6877,2003.0,USA
3696,The Letter,128053,45145,1899324,Drama,Jay Anania,"Winona Ryder, Josh Hamilton, Marin Ireland",97533,2012.0,USA
3697,Cannibal Holocaust,128059,42930,78935,Horror,Ruggero Deodato,"Robert Kerman, Francesca Ciardi, Perry Pirkanen",8906,1980.0,Italy
3698,Imagine Me & You,128113,31562,421994,Drama|Comedy|Romance,Ol Parker,"Piper Perabo, Lena Headey, Matthew Goode",43744,2005.0,UK
3699,The Kids Are All Right,128161,39984,842926,Comedy|Drama,Lisa Cholodenko,"Annette Bening, Julianne Moore, Mark Ruffalo",79242,2010.0,USA
3700,Legally Blonde,128167,31718,250494,Comedy,Robert Luketic,"Reese Witherspoon, Luke Wilson, Selma Blair",4447,2001.0,USA
3704,The Manchurian Candidate,149109,42483,368008,Drama|Thriller|Mystery,Jonathan Demme,"Denzel Washington, Liev Schreiber, Meryl Streep",8781,2004.0,USA
3705,White Bird in a Blizzard,128187,4173,2238050,Thriller|Drama,Gregg Araki,"Shailene Woodley, Eva Green, Christopher Meloni",114459,2014.0,France
3706,Creed,128188,14858,3076658,Drama,Ryan Coogler,Michael B. Jordan,146656,2015.0,USA
3707,The Core,128361,35896,298814,Action|Thriller|Adventure|Science Fiction,Jon Amiel,"Aaron Eckhart, Hilary Swank, Delroy Lindo",6264,2003.0,USA
3710,Enigma,128385,35494,83891,Adventure|Drama|Action|Thriller|Foreign,Jeannot Szwarc,"Martin Sheen, Sam Neill, Brigitte Fossey",6076,1983.0,UK
3711,Phone Booth,128400,35934,183649,Thriller|Drama,Joel Schumacher,"Colin Farrell, Kiefer Sutherland, Forest Whitaker",6281,2002.0,USA
3712,101 Dalmatians,128434,11248,115433,Comedy|Family,Stephen Herek,"Glenn Close, Jeff Daniels, Joely Richardson",1367,1996.0,USA
3713,Jaws 3-D,128437,11973,85750,Thriller|Horror,Joe Alves,"Dennis Quaid, Bess Armstrong, Simon MacCorkindale",1389,1983.0,USA
